計畫年度,主持人姓名,執行機關,內容
113,劉傳銘,國立臺北科技大學軟體發展研究中心,"計畫名稱：探索不同運算環境下學習索引對巨量資料的管理與應用成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：947,000元(各年度經費明細)計畫概述：計畫考慮近年兩個熱門議題—學習索引和巨量資料進行研究。學習索引利用機器學習或深度學習模型針對資料索引進行訓練，以建立索引模型來加速查詢處理；巨量資料則具有大量性、多樣性、速度性、真實性、價值性...(詳)中文關鍵字：資料索引、學習索引、機器學習、查詢處理程序、巨量資料、平行運算、分散式架構、空間查詢、多維資料查詢英文關鍵字：Index, Learned Index, Machine Learning, Query Process, Big Data, Parallel Computing, Distributed Architecture, Spatial Query, Multidimensional Data Query中文摘要：資料索引是資料科學中關鍵的議題，用於提高資料查詢效率的方法，但傳統索引結構，如B-tree、KD-tree、R-tree 等，在高維度的情況下，往往效率不佳。隨著人工智慧的快速發展，利用機器學...(詳)英文摘要：Data indexing is a key topic in data science, used to improve data query efficiency. However, traditional index structures such as B-tree, KD-tree, and R-tree often struggle in high-dimensional en...(詳)"
113,劉炳嵐,朝陽科技大學應用化學系（所）,"計畫名稱：乳酸菌及雙歧桿菌發酵洋蔥中芸香苷生物轉換之探討成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：872,000元(各年度經費明細)計畫概述：本計畫目的在結合益生菌本身對於腸道健康之幫助，以及斛皮素在各項生物活性功能之優點，互相結合達到加成的效果。研究嘗試利用不同微生物(主要是以雙歧桿菌及乳酸菌為首選)來針對本土生產之洋蔥進行共同發...(詳)中文關鍵字：斛皮素、洋蔥、芸香苷、益生菌、生物轉化英文關鍵字：Quercetin, Onion, Rutin, Probiotics, Biotransformation中文摘要：益生菌有助於消化食物、破壞致病細胞或産生維生素，最常見的是乳酸桿菌和雙歧桿菌，當然其他細菌酵母菌也可用作益生菌，不同類型的益生菌可能有不同的酵素系統作用。乳酸桿菌和雙歧桿菌普遍存在於日常常見的...(詳)英文摘要：Probiotics contribute to the digestion of food, the disruption of pathogenic cells, and the production of vitamins. The most common probiotics include lactic acid bacteria and bifidobacteria, thou...(詳)"
113,劉炳宏,國立高雄科技大學電機與資訊學院電子工程系(建工校區),"計畫名稱：應用於量子網路保真度保證路由之量子位元分配研究成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：757,000元(各年度經費明細)計畫概述：本計畫對學術發展預期影響性包括提出保真度保證路由問題及相關解決辦法，並建立一個測試量子網路保真度保證路由的發展平台，以及實驗性地分析所提之方法並理論性地歸納其相關特性。預計在此計畫執行過程中為...(詳)中文關鍵字：量子網路、量子糾纏、糾纏路由、保真度。英文關鍵字：Quantum network, quantum entanglement, entanglement routing, fidelity.中文摘要：由於量子網路提供了一個更安全且更全面的通訊方式，因此最近收到相當大的關注。在量子網路中，可在兩個節點之間使用量子糾纏以傳輸量子資訊，因此路由問題成為該領域較重要的議題之一，為多個來源終端對在量...(詳)英文摘要：Because quantum networks can provide a safer and more comprehensive communication, it has received a great deal of attention recently. The routing, which can use quantum entanglement to transmit q...(詳)"
113,劉貴生,國立臺灣大學高分子科學與工程學研究所,"計畫名稱：設計與合成具高性能有機芳香胺族螢光與電致變色材料成果報告：未達繳交期限執行起迄：2024/08/01~2027/07/31總核定金額：5,520,000元(各年度經費明細)計畫概述：本計畫中所合成的新型芳香胺族有機小分子與高分子不但具有高度學術價值，並將成本與性能等面向納入分子設計與研究，使其更具有商業化的價值。研究人員的深入探討芳香胺族衍生物的光物理性質，以及高分子聚合...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,劉涵英,中國文化大學英國語文學系（所）,"計畫名稱：十九世紀唯靈主義與短篇鬼故事中的物質文化成果報告：執行起迄：2024/08/01~2025/10/31總核定金額：724,000元(各年度經費明細)計畫概述：近年來，物質文化研究在台灣文學界漸趨重要。2015年起中華民國比較文學學會主辦了一系列的「物件共和國」系列論壇，以「物」為主題進行跨領域的學術交流及合作。2017年五月舉辦的第三十九屆全國比較...(詳)中文關鍵字：物質文化、物質性、物品理論、物品性、維多利亞鬼故事、唯靈主義、靈魂攝影、招靈儀式、肖像名片英文關鍵字：material culture, materiality, thing theory, thingness, Victorian ghost story, spiritualism, spirit photography, séance, medium, psychometry, carte-de-visite中文摘要：本計畫以維多利亞時代的唯靈主義及短篇鬼故事為主題，並研究其中的物質文化。在文化研究方面，本計畫將研究召靈儀式中使用的器具、私人物品、及號稱被移動
或敲擊的家具、被鬼魂附身的物品等等，以及靈魂...(詳)英文摘要：This project examines the material culture in both Victorian spiritualism and ghost stories. The cultural aspects this project intends to study include objects used in séances, haunted objects, sp...(詳)"
113,劉家樺,淡江大學學校財團法人淡江大學經濟學系(原產業經濟學系),"計畫名稱：父母期望壓力對人力資本的影響成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：755,000元(各年度經費明細)計畫概述：即使實施了多元入學制度，考試成績仍是決定升學的重要因素。考試成績的重要性也引發父母對子女表現的高度期望，以確保子女能有階級向上流動的能力和機會。然而父母期望往往忽略子女的能力和意願，進而產生父...(詳)中文關鍵字：父母期望，父母期望壓力，人力資本，學習成就，教育成就，認知能力，非認知能力，心理健康，憂鬱指數，自殺意念，親子互動，家庭環境氣氛，家庭凝聚力英文關鍵字：Parental expectations, pressure from parental expectations, parental expectation pressure, human capital, academic achievement, educational attainment, cognitive skills, non-cognitive skills, mental health, depression index, suicidal ideation, parent-child interaction, family environment atmosphere, family cohesion中文摘要：即使實施多元入學制度，考試成績仍是決定升學的重要因素。考試成績的重要性也引發父母對子女表現的高度期望，以確保子女能有階級向上流動的能力和機會。然而父母期望往往忽略子女的能力和意願，進而產生父母...(詳)英文摘要：The Minister of Education has adopted the multi-channel admission program for both secondary and higher education since 2002, aiming to reduce the direct impact of examination scores on admission ...(詳)"
113,劉家瑜,國立臺中教育大學教育學系（含碩士班、課程與教學碩士班、課程與教學碩士在職專班、教育行政與管理碩士在職專班、博士班）,"計畫名稱：跨域教師團隊之團隊輸入階段因子對團隊產出影響之縱貫性研究成果報告：未達繳交期限執行起迄：2024/09/01~2026/03/01總核定金額：964,000元(各年度經費明細)計畫概述：跨域教學常能帶動國家科學、科技及經濟上的整體性發展。然而，此種高複雜性的課程很難由單打獨鬥的單一領域教師加以發展，跨域教師團隊協作更有可能激盪出教學的火花。但並非把教師聚在一起，就能展現好的教...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
113,劉家安,東吳大學數學系（所）,"計畫名稱：刻畫二分圖譜半徑問題中的極圖成果報告：執行起迄：2024/08/01~2025/09/30總核定金額：757,000元(各年度經費明細)計畫概述：圖譜理論幫助我們估計圖的不變量，提供一個新的角度切入問題，常能得到意想不到的結果。而二分圖是網路中重要的模型，故對其結構的深入理解也會是重要的課題。Nordhaus-Gaddum問題近年獲得了...(詳)中文關鍵字：譜半徑；二分圖；極圖；度數列。英文關鍵字：Spectral radius; bipartite graph; extremal graph; degree sequence.中文摘要：Brauldi-Hoffman猜想，於1988年由Rowlinson完整地證明，刻劃了簡單圖在固定邊數的前提下，達到最大譜半徑的極圖為何。2008年，Bhattacharya、Friedlan...(詳)英文摘要：The Brauldi–Hoffman conjecture, which was completely proved by Rowlinson in 1988, characterizes the extremal graphs that attain the maximum spectral radius among simple graphs with a prescribed nu...(詳)"
113,劉家宏,臺北醫學大學泌尿科,"計畫名稱：多醣為基礎的自取向奈米載體鼻內給藥共同遞送治療性血紅素和薑黃素協同緩解糖尿病腎病變成果報告：執行起迄：2024/08/01~2025/07/31總核定金額：1,300,000元(各年度經費明細)計畫概述：糖尿病腎病（DKD）是引起慢性腎病和末期腎衰竭的主要原因之一。由於糖尿病對腎臟，尤其是腎絲球和腎小管的損害，患者可能面臨腎功能逐漸惡化和腎衰竭的風險。現有治療主要針對糖尿病相關的高血壓和高血糖...(詳)中文關鍵字：糖尿病腎病、鼻腔給藥、雙阿魏醯甲烷、血紅蛋白、多醣英文關鍵字：Diabetic kidney disease, Intranasal delivery, Diferuloylmethane, Hemoglobin, Polysaccharide中文摘要：糖尿病腎病變（DKD）的治療受到複雜病理機制與藥物輸送過程中分佈不足的挑戰。雖然臨床上現有的抗發炎藥物在治療DKD方面展現潛力，但單獨使用時療效有限。為解決此限制，我們開發了一種新型自導向奈米...(詳)英文摘要：The management of diabetic kidney disease (DKD) faces challenges stemming from intricate pathologies and suboptimal biodistributions during drug delivery. Although clinically available anti-inflam...(詳)"
113,劉家熙,龍華科技大學資訊管理系,"計畫名稱：考慮碳排放之貝氏塞車機率同時送退貨存貨途程規劃的自動駕駛配送決策支援系統成果報告：未達繳交期限執行起迄：2024/08/01~2026/06/30總核定金額：600,000元(各年度經費明細)計畫概述：本研究使用谷歌地圖預估的真實行車時間、在考慮塞車機率與貝氏理論狀況下，幫助物流公司設計一個「考慮碳排放之貝氏塞車機率同時送退貨存貨途程規劃的自動駕駛配送決策支援系統」來規劃出符合最低總成本的最...(詳)中文關鍵字：英文關鍵字：中文摘要：英文摘要："
